AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
5.27,7.35,1.09,0.17,0.0,-0.92,1721397179500
-6.39,-16.11,16.23,-0.46,0.14,-1.39,1721397179510
-12.81,26.49,18.2,0.1,-0.42,-0.61,1721397179520
-7.64,-4.06,9.68,0.43,-0.29,1.08,1721397179530
3.89,-13.17,0.08,0.5,0.63,1.52,1721397179540
13.67,-10.24,2.74,0.12,-0.13,0.41,1721397179550
7.31,11.16,12.14,0.3,0.26,-1.18,1721397179560
-6.61,7.76,10.54,-0.05,-0.58,-1.68,1721397179570
-13.61,11.88,24.05,-0.46,-0.39,-0.78,1721397179580
-11.45,9.17,18.13,-0.23,-0.02,0.83,1721397179590
-1.59,-20.22,-7.86,0.31,0.28,1.34,1721397179600
8.8,-17.29,4.44,-0.12,0.01,0.42,1721397179610
7.82,15.88,19.64,0.55,0.11,-0.65,1721397179620
-6.11,6.71,3.81,-0.12,-0.51,-0.91,1721397179630
-5.48,11.98,11.28,-0.03,-0.17,-0.34,1721397179639
-7.21,-6.7,14.09,-0.7,-0.02,0.55,1721397179649
1.34,-2.35,18.02,-0.13,0.11,0.41,1721397179659
5.33,-19.14,7.04,-0.07,-0.03,0.31,1721397179669
5.47,20.46,8.68,0.59,0.21,-0.12,1721397179679
-0.05,0.03,-0.5,0.17,-0.28,-0.53,1721397179689
-5.56,-1.35,11.45,-0.22,0.09,-0.44,1721397179699
-5.77,9.48,14.87,-0.08,0.04,0.28,1721397179709
0.6,-4.58,8.74,0.09,0.23,0.64,1721397179719
4.75,-17.13,9.17,0.18,0.04,0.03,1721397179729
4.02,22.98,1.02,0.77,-0.02,-0.43,1721397179739
-2.34,-13.18,-14.43,-0.18,-0.26,-0.39,1721397179749
-1.5,1.2,22.64,-0.44,0.38,-0.56,1721397179759
-1.77,12.16,24.25,0.15,-0.06,-0.19,1721397179769
-3.2,-2.92,19.26,-0.02,-0.41,0.35,1721397179779
-2.41,-1.76,3.75,0.03,0.23,0.15,1721397179789
4.07,16.2,11.09,0.13,0.33,0.03,1721397179799
-0.45,13.14,6.3,-0.0,-0.18,-0.25,1721397179809
-1.44,-20.27,14.43,-0.34,0.12,-0.44,1721397179819
-4.11,-20.62,11.78,-0.24,-0.19,-0.26,1721397179829
-4.36,10.66,15.67,-0.0,0.18,-0.05,1721397179839
-3.29,2.83,11.35,-0.02,-0.01,0.06,1721397179849
2.91,10.08,6.26,0.39,0.03,0.18,1721397179859
0.08,5.91,6.1,0.31,0.01,0.09,1721397179869
2.83,5.83,4.64,0.07,0.07,-0.06,1721397179879
0.42,-4.35,8.47,0.05,-0.06,-0.18,1721397179889
-2.32,-12.74,8.83,-0.04,-0.01,-0.28,1721397179899
-2.34,4.36,14.9,0.25,0.03,0.02,1721397179909
-3.01,2.66,3.0,0.44,-0.03,0.36,1721397179919
-1.33,0.26,6.61,0.32,-0.02,0.3,1721397179929
2.55,4.81,9.79,0.13,-0.09,0.42,1721397179939
3.51,14.73,4.36,0.3,-0.17,0.29,1721397179949
6.28,-4.47,5.33,-0.13,0.16,-0.16,1721397179959
1.47,-1.36,16.41,-0.11,-0.25,-0.56,1721397179969
-5.77,-1.59,2.54,-0.23,-0.18,-0.32,1721397179979
-4.48,-0.62,16.19,-0.44,0.35,-0.01,1721397179989
-1.87,-7.41,23.78,-0.42,-0.02,0.4,1721397179999
0.19,6.11,19.76,0.09,-0.11,0.27,1721397180009
2.44,-10.49,1.16,0.03,-0.12,0.18,1721397180019
2.65,18.04,11.67,0.39,0.01,-0.12,1721397180029
1.98,13.76,7.44,0.21,-0.09,-0.26,1721397180039
0.02,9.91,10.1,0.1,-0.1,-0.1,1721397180049
-0.06,-11.77,7.32,0.0,0.01,-0.04,1721397180059
1.13,-18.32,13.42,-0.12,0.14,-0.28,1721397180069
-3.17,4.26,7.08,0.31,-0.23,-0.11,1721397180079
-3.95,-13.78,11.37,0.24,0.21,-0.22,1721397180089
1.02,25.7,9.06,0.88,-0.45,0.08,1721397180099
1.65,36.67,0.55,0.58,0.16,0.4,1721397180109
7.16,0.54,2.78,-0.34,0.15,0.02,1721397180119
4.29,-35.39,1.73,-0.99,0.01,-0.52,1721397180129
-2.21,-5.1,23.98,-0.19,0.6,-1.3,1721397180139
-11.49,8.72,-1.31,0.61,-0.69,-0.63,1721397180149
-10.39,7.42,10.52,-0.04,0.55,0.46,1721397180159
4.59,20.77,19.46,-0.09,0.34,1.01,1721397180169
6.88,-39.27,18.16,-1.14,0.07,-0.25,1721397180179
2.68,-9.24,26.84,-0.23,0.11,-1.5,1721397180189
-6.31,-0.11,-1.88,0.26,-0.51,-0.57,1721397180199
-11.31,-8.37,-1.0,0.72,0.07,0.33,1721397180209
2.49,12.54,11.0,0.53,0.52,0.38,1721397180219
4.08,14.78,5.93,0.31,-0.0,0.3,1721397180229
6.96,-9.97,25.87,-0.74,0.65,-0.63,1721397180239
-2.76,10.42,24.95,-0.34,-0.52,-0.93,1721397180249
-7.78,1.43,3.25,0.17,0.3,-0.44,1721397180259
-4.59,-4.37,-6.38,0.76,-0.09,0.41,1721397180269
0.75,-19.04,-16.04,0.08,0.09,0.54,1721397180279
7.85,9.42,21.16,-0.54,0.75,-0.3,1721397180289
9.58,15.55,15.59,-0.39,-0.1,-0.87,1721397180299
-1.61,-3.68,16.36,-0.57,-0.07,-0.93,1721397180309
-12.85,8.75,19.35,-0.22,-0.01,-0.2,1721397180319
-9.56,0.91,11.02,-0.21,0.19,0.42,1721397180329
1.54,7.55,16.47,0.08,0.21,0.66,1721397180339
8.47,1.27,7.69,0.22,0.09,0.25,1721397180349
8.19,-8.8,12.33,-0.16,0.1,-0.4,1721397180359
-0.28,-5.62,7.85,0.12,0.02,-1.22,1721397180369
-8.51,-0.51,10.49,0.18,0.24,-1.12,1721397180379
-12.6,22.83,14.35,0.43,-0.04,-0.08,1721397180389
-6.72,8.66,2.07,0.71,0.02,0.97,1721397180399
4.74,-4.38,4.65,0.21,0.37,1.12,1721397180409
13.76,10.22,5.36,-0.03,0.34,0.51,1721397180419
10.31,5.0,10.63,-0.27,0.22,-0.55,1721397180429
-1.06,5.83,9.08,-0.19,-0.04,-1.11,1721397180439
-8.11,-24.33,16.04,-0.41,0.12,-1.07,1721397180449
-14.78,-4.77,13.09,-0.04,-0.12,0.09,1721397180459
-6.65,-0.66,17.11,0.08,0.51,0.93,1721397180469
4.46,12.08,15.65,0.5,0.17,0.82,1721397180479
8.33,22.35,4.17,0.6,0.05,0.5,1721397180489
8.6,9.08,2.1,0.37,0.13,-0.05,1721397180499
2.16,-22.96,0.66,-0.47,0.18,-0.8,1721397180510
-6.34,-13.53,18.56,-0.31,0.12,-0.84,1721397180520
-9.62,9.65,13.22,0.33,0.18,-0.14,1721397180530
-7.15,4.3,8.94,0.14,0.13,0.59,1721397180540
-2.33,-13.01,9.97,0.2,-0.25,0.65,1721397180550
7.03,13.51,12.54,0.49,0.15,0.42,1721397180560
7.71,28.34,-3.87,0.22,0.21,0.09,1721397180570
7.75,22.71,7.92,-0.43,0.33,-0.49,1721397180580
-6.64,-37.41,8.3,-0.81,-0.51,-0.56,1721397180590
-5.9,-26.05,11.6,-0.03,0.4,-0.33,1721397180600
-6.39,18.92,4.33,-0.03,0.01,0.64,1721397180610
3.11,-11.91,24.57,-0.8,0.57,0.52,1721397180620
2.02,-5.57,44.87,0.44,-0.68,-0.27,1721397180630
-0.68,50.91,-0.42,0.36,0.15,0.48,1721397180640
2.22,18.35,3.86,-0.23,0.3,0.69,1721397180650
5.15,-3.67,17.66,-0.57,0.18,-0.08,1721397180660
1.12,-6.34,4.31,0.17,0.14,-0.05,1721397180670
4.32,-17.1,19.05,-0.29,0.43,-0.55,1721397180685
1.19,10.95,29.75,0.38,1.2,-0.51,1721397180689
3.33,20.95,11.18,0.13,0.1,0.12,1721397180699
-2.88,-14.36,10.54,0.03,0.11,0.12,1721397180709
-3.12,-13.35,13.4,0.2,0.64,0.32,1721397180719
-2.39,-3.67,7.43,0.41,-0.51,0.65,1721397180729
4.37,18.83,4.83,0.64,0.51,0.29,1721397180739
3.74,17.82,-2.49,-0.02,-0.27,0.1,1721397180749
3.95,8.84,3.13,-0.43,0.4,-0.34,1721397180759
-1.98,-47.21,33.66,-1.05,0.09,-1.0,1721397180769
-10.52,26.53,21.54,-0.12,-0.39,-0.46,1721397180779
-7.2,-0.31,3.67,-0.07,0.26,0.36,1721397180789
-2.89,-1.88,-3.77,1.34,-0.41,0.91,1721397180799
7.01,-1.87,-8.71,1.16,0.21,0.89,1721397180809
9.1,28.12,20.99,0.04,0.79,0.22,1721397180819
4.43,6.75,17.43,-0.83,-0.69,-0.58,1721397180829
1.18,-18.55,5.66,-1.21,0.44,-1.42,1721397180839
-3.67,-14.11,28.68,-0.24,-0.23,-0.18,1721397180849
-3.67,-2.39,6.46,0.6,-0.25,0.75,1721397180859
0.34,-0.29,3.35,0.45,0.33,0.47,1721397180869
5.06,13.23,12.25,0.46,0.06,-0.04,1721397180879
1.69,12.27,6.67,-0.31,0.12,-0.07,1721397180889
-1.25,7.84,16.26,-0.28,0.3,-0.23,1721397180899
-1.74,-23.0,10.05,-0.04,-0.09,-0.07,1721397180909
-1.36,8.55,-0.04,0.67,0.14,0.03,1721397180919
2.34,1.53,-3.34,0.62,0.08,0.35,1721397180929
3.22,1.28,5.58,-0.11,0.54,-0.1,1721397180939
2.49,-7.77,45.18,-0.81,-0.03,-1.19,1721397180949
-2.76,22.78,18.18,-0.01,-0.49,-0.36,1721397180959
-6.21,-7.45,-6.24,0.42,0.0,1.24,1721397180969
2.97,0.43,5.17,0.49,0.7,0.95,1721397180979
13.17,28.8,-2.19,0.42,0.27,0.49,1721397180989
4.73,-27.47,-9.96,-0.71,-0.4,-0.47,1721397180999
-7.81,-32.2,8.74,-0.61,0.41,-1.69,1721397181009
-13.74,14.4,30.62,0.01,-0.21,-1.25,1721397181019
-18.92,-20.09,11.34,-0.34,0.32,0.44,1721397181029
-7.91,17.85,18.14,0.49,0.39,1.34,1721397181039
7.42,5.05,2.44,0.15,0.28,1.44,1721397181049
10.64,23.27,13.67,-0.19,0.47,0.4,1721397181059
6.45,-6.32,6.61,-0.54,-0.62,-0.58,1721397181069
-1.17,-8.06,10.33,-0.59,0.28,-1.14,1721397181079
-5.43,-8.2,22.21,-0.08,-0.17,-0.32,1721397181089
-6.76,-3.59,8.09,0.2,-0.16,0.64,1721397181099
1.26,1.19,7.19,0.14,0.4,0.69,1721397181109
6.52,2.78,13.02,-0.1,0.19,0.19,1721397181119
1.67,14.26,13.72,-0.17,0.04,-0.27,1721397181129
-3.56,1.56,9.09,-0.12,-0.05,-0.04,1721397181139
-2.19,2.41,4.14,-0.15,0.13,0.57,1721397181149
1.68,-17.31,11.05,-0.29,0.1,0.35,1721397181159
0.95,-2.26,8.22,0.06,-0.15,0.16,1721397181169
-1.47,-14.99,19.19,-0.56,0.43,-0.4,1721397181179
-1.64,30.81,22.2,0.2,-0.42,0.01,1721397181189
-4.77,1.67,7.45,0.14,-0.32,0.65,1721397181199
3.46,13.72,7.44,0.13,0.59,0.69,1721397181209
4.7,-12.89,7.06,-0.08,-0.14,0.44,1721397181219
3.12,-7.43,7.75,-0.09,0.14,-0.07,1721397181229
1.43,3.5,11.21,0.33,0.02,-0.39,1721397181239
-5.89,-3.43,-7.3,0.68,-0.59,0.0,1721397181249
-4.89,-12.39,9.13,-0.12,0.44,-0.04,1721397181259
0.81,13.61,23.92,0.42,-0.42,0.52,1721397181269
0.55,-24.87,8.2,-0.42,-0.17,0.2,1721397181279
1.15,11.72,25.27,0.2,0.07,-0.31,1721397181289
-4.38,-11.1,1.33,0.16,-0.14,-0.48,1721397181299
-11.0,0.27,8.62,0.19,-0.2,0.34,1721397181309
0.44,4.82,11.93,0.37,0.43,0.81,1721397181319
5.83,14.62,8.29,0.24,-0.01,0.63,1721397181329
3.59,-0.33,-5.79,-0.05,-0.23,0.1,1721397181339
6.4,-11.22,25.21,-0.61,0.58,-0.43,1721397181349
-1.51,-6.08,21.62,0.42,-0.8,-0.23,1721397181359
-6.8,10.24,-5.33,0.57,0.05,0.09,1721397181369
0.94,10.91,2.63,0.55,0.09,0.54,1721397181379
3.67,-4.6,-2.34,-0.06,-0.11,0.54,1721397181389
5.78,-6.11,33.98,-0.76,0.38,-0.3,1721397181399
-0.15,16.37,24.71,0.17,-0.31,-0.69,1721397181409
-5.35,-20.32,6.62,-0.23,-0.19,-0.6,1721397181419
-14.5,-3.44,12.31,0.13,-0.26,0.25,1721397181429
-3.31,-4.04,-3.3,0.36,-0.01,1.08,1721397181439
6.72,-0.9,13.99,0.19,0.34,0.81,1721397181449
12.05,9.02,22.78,0.02,-0.25,0.15,1721397181459
8.58,8.82,11.43,0.0,-0.08,-0.7,1721397181469
-1.63,-2.37,7.03,0.06,-0.13,-1.14,1721397181479
-9.51,-9.39,5.49,-0.0,0.01,-0.56,1721397181489
-11.11,-7.56,7.23,0.17,0.09,0.36,1721397181499
-4.4,-11.42,0.85,0.25,0.06,0.93,1721397181509
5.28,10.99,7.1,0.41,0.17,0.74,1721397181519
9.91,12.17,5.61,0.05,0.04,0.05,1721397181529
4.52,15.26,25.3,-0.35,-0.0,-0.98,1721397181539
-3.11,23.1,14.3,0.08,-0.32,-0.87,1721397181549
-7.53,-26.1,-18.37,-0.43,-0.27,0.06,1721397181559
-5.95,-23.28,20.3,-0.98,0.45,0.2,1721397181569
-1.43,2.66,12.46,0.51,-0.4,-0.12,1721397181579
-1.78,-15.26,-5.43,0.11,0.42,-0.17,1721397181589
-0.12,-7.07,17.76,0.05,-0.29,-0.32,1721397181599
-3.91,10.23,23.73,0.26,-0.12,-0.37,1721397181609
-11.16,24.39,14.36,-0.27,-0.18,0.38,1721397181619
0.77,-11.14,10.11,-0.77,0.39,0.55,1721397181629
4.79,-17.4,9.64,-0.6,-0.02,0.29,1721397181639
4.89,-7.98,10.64,-0.11,0.12,-0.38,1721397181649
0.13,-7.5,1.93,0.33,-0.51,-0.27,1721397181659
-0.67,5.43,13.49,0.21,0.39,-0.36,1721397181669
1.07,18.7,16.79,0.35,-0.18,-0.09,1721397181679
-2.49,11.61,1.62,0.12,-0.03,0.14,1721397181689
1.16,-6.53,12.66,-0.35,0.44,-0.2,1721397181699
0.03,-1.09,8.0,-0.05,-0.28,-0.14,1721397181709
-2.77,-14.34,-5.06,0.14,0.15,-0.15,1721397181719
-1.43,-15.39,8.26,0.19,-0.04,-0.16,1721397181729
-3.44,-7.58,15.36,0.0,-0.15,0.05,1721397181739
0.83,19.49,26.63,0.16,0.43,-0.08,1721397181749
0.04,9.75,23.85,-0.01,-0.68,0.02,1721397181759
-0.78,37.47,-1.15,-0.15,0.19,0.63,1721397181769
4.19,-5.41,-11.64,0.55,0.04,0.89,1721397181779
9.84,-42.39,-17.36,-0.17,0.26,-0.24,1721397181789
0.08,-2.79,21.85,0.63,-0.04,-1.15,1721397181799
-10.52,-14.68,23.64,-0.13,-0.11,-0.86,1721397181809
-7.79,22.61,28.51,-0.22,-0.32,0.0,1721397181819
-8.61,38.59,4.38,0.06,-0.07,0.11,1721397181829
-3.42,-2.93,3.86,-0.93,0.39,0.92,1721397181839
4.01,-16.34,11.72,-0.5,0.21,0.72,1721397181849
5.2,-17.64,6.94,-0.17,0.06,-0.25,1721397181859
1.23,1.34,-4.96,-0.02,-0.22,-0.4,1721397181869
-2.06,-8.92,9.5,-0.23,0.04,-0.03,1721397181879
-0.43,-2.77,21.13,0.12,0.01,-0.06,1721397181889
-3.54,18.39,11.02,0.03,-0.22,-0.13,1721397181899
-3.02,15.91,12.5,-0.27,-0.15,0.32,1721397181909
1.44,5.0,14.3,-0.63,0.2,0.43,1721397181919
2.37,-1.38,0.85,-0.14,-0.11,0.18,1721397181929
1.88,-35.34,-10.38,-0.36,-0.1,-0.22,1721397181939
-1.33,-11.31,16.46,-0.19,0.13,-0.53,1721397181949
-4.07,4.49,7.75,0.49,-0.4,-0.05,1721397181959
-2.84,2.92,19.59,-0.3,-0.06,0.35,1721397181969
11.31,48.23,36.56,-0.42,0.8,0.47,1721397181979
5.01,18.18,3.81,-0.42,-0.72,0.64,1721397181989
4.24,-54.65,-30.72,-0.6,0.54,0.05,1721397181999
14.32,-42.43,22.79,-0.58,1.17,-0.36,1721397182009
-5.03,-17.72,52.73,-1.36,0.64,-0.94,1721397182019
-16.01,-4.16,38.1,0.26,-1.26,-1.2,1721397182029
-18.46,5.32,-19.92,0.89,-0.61,1.18,1721397182039
2.41,14.74,21.77,-0.69,1.33,2.19,1721397182049
16.09,63.06,36.52,0.26,0.62,1.78,1721397182059
12.5,-36.83,1.5,0.37,-1.01,0.3,1721397182069
21.17,5.06,-2.58,-1.09,0.55,-1.65,1721397182079
6.13,33.39,-4.71,-0.02,-0.68,-2.23,1721397182089
-7.31,-12.49,14.63,0.86,0.05,-1.53,1721397182099
-18.34,-14.45,11.15,-0.42,-0.3,-0.3,1721397182109
-8.07,42.05,24.05,0.35,0.22,1.04,1721397182119
-1.09,-19.39,22.74,0.63,-0.26,1.19,1721397182129
10.05,14.84,-1.91,-0.31,0.22,0.18,1721397182139
6.57,30.83,5.14,0.27,0.55,-0.27,1721397182149
4.01,-52.48,-6.61,0.81,-1.14,-0.5,1721397182159
-0.53,-16.18,6.66,-0.27,0.52,-0.87,1721397182169
4.26,8.57,45.71,-0.27,-0.12,-0.25,1721397182179
-2.99,20.37,31.23,0.2,-0.24,0.15,1721397182189
-4.29,-7.44,2.21,0.54,-0.63,-0.67,1721397182199
-3.74,47.42,3.17,0.62,0.38,0.2,1721397182209
1.98,43.87,-3.19,1.51,0.19,0.78,1721397182219
4.75,-40.47,-29.08,0.67,-0.51,0.07,1721397182229
4.79,-24.31,31.58,-0.89,1.76,-0.97,1721397182239
0.91,-11.42,25.88,0.53,-0.9,-0.37,1721397182249
-2.23,-6.01,-9.65,0.47,0.28,-0.06,1721397182259
-2.87,-2.13,9.19,0.48,0.34,-0.37,1721397182269
-3.98,30.44,7.75,0.8,0.09,-0.3,1721397182279
-3.96,20.9,-15.66,0.48,-0.18,0.24,1721397182289
2.22,-22.04,10.09,-1.09,0.79,-0.19,1721397182299
-3.94,-9.92,50.15,-0.37,-0.17,-0.65,1721397182309
-7.25,-4.23,11.52,0.48,-0.26,-0.25,1721397182319
-1.21,1.16,-7.47,0.04,0.06,0.77,1721397182329
5.15,11.51,9.07,0.12,0.39,0.44,1721397182339
6.84,3.58,2.87,0.06,0.34,0.01,1721397182349
7.24,-15.82,17.77,-0.68,0.15,-0.94,1721397182359
-7.13,-6.35,20.62,-0.25,-0.19,-1.53,1721397182369
-10.95,22.56,9.42,0.35,0.15,-0.88,1721397182379
-11.81,6.33,-10.77,0.51,-0.18,0.56,1721397182389
-2.33,-4.9,-0.29,-0.05,0.7,1.04,1721397182399
8.25,12.85,9.03,-0.11,0.01,0.74,1721397182409
8.55,-40.09,18.16,-1.03,-0.22,-0.39,1721397182419
5.23,9.54,36.7,0.06,0.29,-1.21,1721397182429
-9.61,5.88,8.81,0.03,-0.32,-0.94,1721397182439
-11.66,11.95,8.24,0.03,0.13,0.13,1721397182449
-3.81,10.88,-0.94,0.57,0.21,0.9,1721397182459
5.24,-1.72,-2.63,0.08,0.34,0.89,1721397182469
11.41,-1.28,22.7,-0.52,0.36,-0.21,1721397182479
0.12,-6.43,14.96,-0.09,-0.4,-0.94,1721397182489
-5.13,-8.88,5.43,0.02,-0.0,-0.97,1721397182499
-13.2,-5.38,11.13,0.35,-0.3,-0.04,1721397182509
-6.48,9.08,11.6,0.54,0.29,0.75,1721397182519
3.11,24.96,17.48,0.46,0.03,1.02,1721397182529
10.07,35.73,18.59,-0.41,0.45,0.94,1721397182539
12.06,11.67,10.95,-0.51,0.18,-0.05,1721397182549
7.52,-59.85,-7.88,-0.21,-0.36,-1.29,1721397182559
-4.12,13.17,14.49,0.45,0.27,-1.52,1721397182569
-14.92,-2.35,-10.2,0.54,0.07,-0.35,1721397182579
-10.48,-14.38,16.38,0.25,0.33,0.12,1721397182589
-7.88,23.18,11.37,0.93,-0.27,0.81,1721397182599
4.49,26.62,1.24,-0.22,0.49,0.94,1721397182609
12.83,-0.75,20.08,-1.0,0.19,-0.05,1721397182619
-0.35,-13.61,14.21,-0.26,-0.56,-0.7,1721397182629
-0.6,0.08,2.38,0.28,0.44,-0.32,1721397182639
-3.38,-11.65,-2.79,0.04,-0.22,0.36,1721397182649
-1.2,4.08,10.3,-0.13,0.25,0.14,1721397182659
1.06,20.0,21.26,-0.02,-0.03,-0.39,1721397182669
-6.09,6.42,-3.64,-0.1,-0.54,0.02,1721397182679
-3.41,-12.5,26.96,-0.45,0.41,0.24,1721397182694
-2.24,-10.31,25.23,-0.01,-0.23,0.25,1721397182698
0.31,12.25,5.04,0.28,0.2,0.08,1721397182708
0.26,7.99,-6.36,0.26,-0.53,0.45,1721397182718
4.13,2.21,0.68,-0.21,0.23,0.37,1721397182728
5.96,1.06,2.85,-0.21,-0.15,0.21,1721397182738
5.9,-30.85,27.02,-1.63,0.2,-0.78,1721397182748
-1.87,-6.02,57.49,-0.38,-0.26,-0.81,1721397182758
-11.88,4.92,5.37,0.45,-0.51,-0.77,1721397182768
-15.3,21.99,-11.35,-0.01,0.29,0.7,1721397182778
-0.83,-0.12,4.35,-0.06,0.59,2.07,1721397182788
14.09,-3.71,2.04,0.22,0.24,1.56,1721397182798
17.77,-16.32,7.71,-0.65,0.1,-0.42,1721397182808
5.71,25.04,20.29,0.08,-0.57,-1.56,1721397182818
-10.93,-0.79,11.11,-0.16,-0.45,-1.05,1721397182828
-15.8,5.39,24.16,-0.58,-0.23,-0.04,1721397182838
-10.72,1.2,16.37,-0.14,-0.03,0.71,1721397182848
-0.68,-34.84,-2.65,-0.23,-0.16,0.94,1721397182858
5.68,-4.07,28.58,-0.08,0.39,0.09,1721397182868
10.52,11.06,17.39,0.32,-0.33,-0.0,1721397182878
4.98,15.09,5.92,0.2,0.14,-0.45,1721397182888
0.2,33.74,5.31,0.08,0.27,-0.36,1721397182898
-2.74,-6.51,1.19,-0.51,0.04,-0.05,1721397182908
-4.04,-28.91,12.73,-0.47,-0.06,0.04,1721397182918
-3.19,-6.6,15.45,0.62,-0.46,0.47,1721397182928
4.15,-3.79,-0.89,0.63,0.06,0.31,1721397182938
1.83,15.37,9.02,0.53,-0.22,-0.24,1721397182948
0.39,22.6,14.53,0.11,0.08,-0.69,1721397182958
-6.31,-6.11,6.95,-0.43,-0.5,-0.1,1721397182968
-5.43,-16.38,15.96,-0.51,0.17,0.31,1721397182978
0.84,-8.01,15.71,0.4,-0.28,0.79,1721397182988
5.78,2.99,3.79,0.34,0.28,0.35,1721397182998
5.26,17.72,12.1,0.25,-0.18,-0.31,1721397183008
-0.71,23.02,-1.3,0.2,-0.29,-0.29,1721397183018
0.46,-7.59,5.97,-0.61,0.19,-0.17,1721397183028
-3.54,-10.04,21.61,-0.43,-0.36,0.11,1721397183038
-0.58,-24.04,27.72,-0.42,0.16,-0.05,1721397183048
-0.59,6.27,9.17,0.61,-0.5,0.39,1721397183058
2.18,-3.63,-5.29,0.19,-0.11,0.2,1721397183068
0.04,20.0,9.5,0.45,-0.06,0.02,1721397183078
2.85,17.84,-2.23,0.19,0.05,0.13,1721397183088
2.58,-23.16,8.43,-0.66,0.06,-0.08,1721397183098
-3.9,-19.85,32.65,-0.54,-0.08,-0.26,1721397183108
-6.75,1.17,12.55,0.05,-0.27,-0.34,1721397183118
-5.66,-0.71,3.14,0.37,-0.27,0.3,1721397183128
2.25,-1.12,16.8,0.4,-0.01,0.57,1721397183138
7.87,34.51,4.19,0.78,-0.01,0.33,1721397183148
8.71,0.82,-1.44,-0.02,-0.13,0.02,1721397183158
4.62,-7.46,20.14,-0.87,0.4,-0.89,1721397183168
-5.56,-6.06,14.74,-0.14,-0.34,-1.05,1721397183178
-11.9,-15.66,2.39,-0.09,-0.04,-0.56,1721397183188
-12.85,0.12,9.75,0.76,-0.4,0.33,1721397183198
1.07,6.31,0.48,0.62,-0.01,0.91,1721397183208
9.36,31.98,5.42,0.63,0.02,0.88,1721397183218
15.34,-12.17,3.85,-0.52,-0.03,-0.06,1721397183228
5.91,-13.23,26.4,-0.92,0.09,-1.44,1721397183238
-5.24,-10.53,21.54,-0.21,-0.46,-1.95,1721397183248
-17.71,4.32,5.28,0.08,-0.49,-0.91,1721397183258
-14.82,-0.19,4.54,0.07,0.01,0.72,1721397183268
2.4,10.46,10.13,0.53,0.3,1.54,1721397183278
13.85,-23.67,-6.74,-0.16,0.03,1.0,1721397183288
18.88,-0.51,20.19,-0.35,0.9,-1.28,1721397183298
5.0,-0.74,6.12,0.11,-1.34,-2.13,1721397183308
-12.68,5.32,22.45,-0.12,0.33,-1.83,1721397183318
-12.51,17.76,23.92,0.34,-0.06,0.31,1721397183328
-9.22,0.04,1.46,-0.06,0.47,1.5,1721397183338
10.45,-12.95,18.93,-0.43,0.82,0.62,1721397183348
9.68,-8.69,4.61,0.06,-0.49,-0.67,1721397183358
4.17,-15.4,0.55,0.14,0.14,-1.34,1721397183368
-4.88,1.83,14.99,0.35,-0.35,-1.11,1721397183378
-5.77,24.05,14.29,0.52,0.42,-0.44,1721397183388
-4.0,8.36,11.21,0.39,-0.18,0.08,1721397183398
-2.02,3.74,3.48,-0.36,0.19,-0.08,1721397183408
0.4,-28.98,6.73,-0.39,0.04,-0.4,1721397183418
4.01,-9.8,14.01,-0.01,0.35,-0.43,1721397183428
0.6,-4.97,4.92,0.54,-0.16,-0.38,1721397183438
-3.85,-5.56,12.72,0.07,0.34,-0.45,1721397183448
-2.71,23.86,23.15,0.36,-0.08,-0.32,1721397183458
-2.34,18.25,3.8,-0.08,0.05,-0.3,1721397183468
2.88,-2.65,15.86,-0.74,0.49,-0.19,1721397183478
1.86,-10.81,18.46,-0.31,-0.11,-0.38,1721397183488
-2.93,-7.98,-3.44,0.13,0.2,-0.65,1721397183498
-5.05,-10.5,12.77,0.04,0.29,-0.69,1721397183508
-6.63,20.94,5.98,0.62,-0.11,-0.12,1721397183518
-4.16,-11.08,6.38,0.01,0.17,-0.04,1721397183528
2.1,3.66,14.82,0.17,0.11,0.11,1721397183538
5.14,2.57,10.93,-0.03,0.51,-0.09,1721397183548
2.21,-0.71,17.52,-0.25,0.09,-0.7,1721397183558
-4.21,-0.93,6.39,0.21,-0.17,-0.64,1721397183568
-6.18,-6.79,5.02,0.19,0.31,-0.3,1721397183578
-5.05,5.56,9.34,0.35,0.07,0.16,1721397183588
-0.3,11.02,11.12,0.18,0.22,0.27,1721397183598
2.74,1.96,9.84,0.02,-0.1,0.06,1721397183608
1.44,1.55,9.54,-0.19,0.13,-0.26,1721397183618
-1.58,-8.37,10.12,-0.24,0.02,-0.54,1721397183628
-6.39,-0.22,8.45,-0.02,-0.08,-0.28,1721397183638
-4.07,14.82,9.41,0.44,0.19,0.27,1721397183648
-0.08,-7.85,3.76,0.08,-0.03,0.35,1721397183658
3.35,2.84,13.92,-0.05,0.15,0.14,1721397183668
3.83,0.02,13.79,-0.28,0.17,-0.06,1721397183678
0.07,-5.93,5.28,-0.23,-0.15,-0.39,1721397183688
-3.88,-1.57,16.04,-0.21,0.19,-0.46,1721397183698
-4.58,4.65,13.45,0.21,-0.09,-0.01,1721397183708
-4.46,16.89,9.29,0.11,0.09,0.32,1721397183718
0.41,11.15,0.76,-0.07,-0.0,0.52,1721397183728
2.73,-23.48,7.13,-0.81,0.2,0.27,1721397183738
-1.73,-8.41,15.39,-0.44,0.1,-0.52,1721397183748
-6.35,-7.54,14.3,-0.41,-0.18,-0.54,1721397183758
-7.02,8.71,21.15,0.28,-0.08,0.41,1721397183768
